target_word,similar_words,similarity_count
disciple,"discipline, discorde",2
discipline,"discipliné, disciple",2
discipliné,discipline,1
discorde,"disciple, dissoudre, dissoute",3
discourir,"discours, discuter",2
discours,"discourir, dispos",2
discret,"disant, distrait, district, distant",4
discrètement,"discernement, distraitement",2
discrétion,"discussion, disparition, distraction",3
discussion,"discrétion, dispersion",2
discuter,"disputer, discerner, discourir, disposer, dissiper",5
disette,"dissoute, disque",2
disgrâce,distance,1
disjoint,"disant, distant, distinct, district",4
disloquer,"disloqué, disposer, dissocier",3
disloqué,"disloquer, disposé",2
disparate,dispute,1
disparition,"dispersion, discrétion, distraction",3
dispenser,"disperser, disputer, discerner, distancer",4
disperser,"dispenser, dispersé, disposer, disputer",4
dispersion,"diversion, disparition, discussion",3
dispersé,disperser,1
dispos,"disposé, disposer, discours",3
disposer,"dispos, disposé, disperser, discuter, dissiper",5
dispositif,disposition,1
disposition,"dispositif, déposition, dissolution",3
disposé,"dispos, disposer, disloqué",3
dispute,"disputer, disparate",2
disputer,"dispute, discuter, disperser, dispenser, dissiper",5
disque,"disette, dissoute",2
dissimuler,"dissimulé, dissiper, disséquer, disséminer, distiller",5
dissimulé,dissimuler,1
dissiper,"dissimuler, dissocier, dissuader, disséquer, disséminer",5
dissocier,"dissiper, dissuader, disséquer, disséminer, disposer",5
dissolution,disposition,1
dissoudre,"distendre, discorde",2
dissoute,"disette, disque, discorde",3
dissuader,"dissiper, dissocier, disséquer, discuter, disputer",5
disséminer,"disséquer, dissiper, dissocier, dissimuler",4
disséquer,"disséminer, dissiper, dissocier, dissuader, dissimuler",5
distance,"distancer, distant, distendre, distraire, disgrâce",5
distancer,"distance, distiller, distinguer, dispenser",4
distant,"disant, distance, district, disjoint, discret",5
distendre,"distendu, distraire, dissoudre, distance",4
distendu,distendre,1
distiller,"distinguer, distancer, distribuer, dissimuler, dissiper",5
distinct,"distinctif, distrait, disjoint, disant",4
distinctement,distraitement,1
distinctif,"distinct, distinction",2
distinction,"distinctif, distraction, distribution",3
distinguer,"distingué, distiller, distribuer, distancer",4
distingué,distinguer,1
distraction,"distinction, distribution, discrétion, disparition",4
distraire,"distrait, distendre, distance",3
distrait,"distraire, distinct, disant, discret",4
distraitement,"distinctement, discrètement",2
distribuer,"distinguer, distiller",2
distribution,"distraction, distinction",2
district,"distant, discret, disjoint",3
divaguer,"diviser, divorcer",2
divan,divin,1
divergence,divergent,1
divergent,divergence,1
divers,"diverses, devers",2
diverses,divers,1
diversion,"diversité, dispersion",2
diversité,"diversion, divinité",2
divertir,divorcer,1
divin,"divan, division",2
divinité,"diversité, divisé",2
diviser,"divisé, deviser, divaguer, divorcer",4
division,divin,1
divisé,"diviser, divinité, divorcé",3
divorce,"divorcer, divorcé",2
divorcer,"divorce, divorcé, diviser, divaguer, divertir",5
divorcé,"divorce, divorcer, divisé",3
dix-huit,dix-sept,1
dix-huitième,dix-septième,1
dix-neuvième,dix-septième,1
dix-sept,dix-huit,1
dix-septième,"dix-huitième, dix-neuvième",2
docile,doctrine,1
docilement,document,1
dock,docker,1
docker,dock,1
docte,"docteur, doute, doctrine",3
docteur,docte,1
doctrine,"docte, docile",2
document,docilement,1
dodo,dodu,1
dodu,dodo,1
doge,"dogme, dope, dose",3
dogme,doge,1
domaine,"dommage, domicile",2
domestique,domestiquer,1
domestiquer,domestique,1
domicile,domaine,1
dominateur,"donateur, dompteur, dominer",3
dominer,"domino, dominateur, dompteur",3
dominicain,dominical,1
dominical,dominicain,1
domino,dominer,1
dommage,domaine,1
dompter,dompteur,1
dompteur,"dompter, dominateur, dominer",3
donateur,"dominateur, donner",2
donc,dont,1
donnant,dont,1
donne,"donner, donné, donnée, donneur",4
donner,"donne, donneur, donateur",3
donneur,"donner, donne",2
donné,"donnée, donne",2
donnée,"donné, donne",2
dont,"donc, donnant, dent",3
dope,"doge, dose, dupe",3
dorer,"doser, doter, douer, durer, dorloter",5
dorloter,"dorer, dortoir",2
dormeur,dortoir,1
dortoir,"dorer, dorloter, dormeur",3
doré,doué,1
dose,"doser, doge, dope",3
doser,"dose, dorer, doter, douer",4
doter,"douter, dorer, doser, douer, dater",5
douane,douille,1
douanier,"douer, douter, doubler, doucher",4
double,"doubler, doublé",2
doublement,doucement,1
doubler,"double, dédoubler, doublé, douanier, douceur",5
doublure,douille,1
doublé,"double, doubler",2
doucement,doublement,1
doucereux,"douloureux, douteux",2
douceur,"douleur, doubler",2
douche,"doucher, douille",2
doucher,"douche, déboucher, douanier, douleur",4
douer,"douter, dorer, doser, doter, douanier",5
douille,"douillet, dépouille, doute, douze, douane",5
douillet,douille,1
douleur,"douceur, doucher",2
douloureux,doucereux,1
doute,"douter, douteux, douze, docte, douille",5
douter,"doute, douer, doter, douteux, douanier",5
douteux,"doute, douter, doux, doucereux",4
doux,"doué, douteux, deux",3
douzaine,"douze, douzième",2
douze,"doute, douzaine, douzième, douille",4
douzième,"douze, douzaine, douille",3
doué,"doux, doré",2
drachme,"drague, dragée",2
drague,"draguer, dragée, dague, drogue, drachme",5
draguer,"drague, droguer",2
dragée,"drague, drachme",2
drame,dame,1
drap,"drapé, draper",2
drapeau,draper,1
draper,"draperie, déraper, drapeau, drap",4
draperie,draper,1
drapé,drap,1
dresser,dressé,1
dressé,dresser,1
drogue,"droguer, drogué, drague, droiture",4
droguer,"drogue, draguer, drogué",3
drogué,"drogue, droguer",2
droit,droite,1
droite,droit,1
droiture,drogue,1
drôle,drôlerie,1
drôlerie,drôle,1
duce,"dune, dupe, dure",3
duel,duquel,1
dune,"duce, dupe, dure",3
dupe,"duper, duce, dune, dure, dope",5
duper,"dupe, durer",2
duquel,duel,1
durable,"dure, durée",2
durant,durement,1
durci,durcir,1
durcir,durci,1
dure,"durer, durée, dureté, duce, dune",5
durement,durant,1
durer,"dure, duper, dorer",3
dureté,dure,1
durée,"dure, durable",2
déballage,"dallage, débandade",2
déballer,"débarquer, débaucher, déboucler, débiner, débiter",5
débandade,déballage,1
débander,"débarquer, débaucher, débrancher, débiter, débuter",5
débarbouiller,débrouiller,1
débarquement,débordement,1
débarquer,"déballer, débander, débaucher, déborder, débrider",5
débarras,débris,1
débat,"débit, début, débutant",3
débattre,"débauche, déboire",2
débauche,"débaucher, débauché, débattre, débâcle",4
débaucher,"débauche, débauché, déboucher, déballer, débander",5
débauché,"débauche, débaucher, débouché",3
débecter,"détecter, délecter, débiner, déballer, débander",5
débiner,"débiter, déballer, débecter, déblayer, déborder",5
débit,"débiter, débat, début, délit, dépit",5
débiter,"débiner, débuter, débit, déballer, débander",5
déblayer,"délayer, débloquer, débiner, débiter, débuter",5
débloquer,"déloquer, déblayer, déborder, débouler",4
déboire,"débonnaire, débattre, débâcle",3
débonnaire,déboire,1
débordant,"débordement, débutant",2
débordement,"débordant, débarquement",2
déborder,"déboucher, déboucler, débiner, débiter, débuter",5
déboucher,"déboucler, débouché, débaucher, doucher, débrancher",5
débouché,"déboucher, débauché",2
déboucler,"débouler, déboucher, débrouiller, déborder, déballer",5
débouler,"déboucler, découler, dérouler, débrouiller, débiner",5
débrancher,"déhancher, déboucher, débander",3
débrider,"dérider, débuter, déballer, débecter, déblayer",5
débris,débarras,1
débrouillard,débrouiller,1
débrouiller,"dérouiller, débrouillard, débarbouiller, dépouiller, débouler",5
débusquer,débuter,1
début,"débuter, débat, débit, débutant",4
débutant,"début, débordant, débat",3
débuter,"débiter, début, débusquer, déballer, débander",5
débâcle,"débauche, déboire",2
décacheter,"décapiter, décocher",2
décadence,"décence, déchéance",2
décalage,"découpage, décarrade, décharge",3
décamper,"décaper, décapiter, décomposer, déceler, décerner",5
décaper,"décamper, décapiter, déraper, décerner, déchirer",5
décapiter,"décaper, décacheter, décamper, décarrer, décréter",5
décarrade,décalage,1
décarrer,"démarrer, déclarer, décapiter, décolorer, déceler",5
déceler,"dételer, décevoir, décamper, décarrer, déchirer",5
décembre,"décombre, décence, décennie, décrire, découdre",5
décemment,"décent, décidément, décevant",3
décence,"démence, décent, décadence, déchéance, décembre",5
décennie,décembre,1
décent,"décence, dément, décemment",3
déception,"décoration, décision",2
décerner,"décharner, déchaîner, décevoir, décaper, décider",5
décevant,"décemment, déchirant, déclinant",3
décevoir,"déceler, décerner, découvrir, décor",4
décharge,"décharger, décharné, déchirure, déchéance, décalage",5
décharger,"décharge, décharner, déchausser, décourager, décaper",5
décharner,"décharger, déchaîner, décharné, décerner, déchausser",5
décharné,"déchaîné, décharner, décharge, décoré",4
déchausser,"décharger, décharner, déchaîner",3
déchaînement,déchirement,1
déchaîner,"décharner, déchaîné, déchausser, décerner, déchirer",5
déchaîné,"décharné, déchaîner, déchiré, déclaré",4
déchet,décret,1
déchiffrer,déchirer,1
déchiqueter,déchiqueté,1
déchiqueté,déchiqueter,1
déchirant,"déchirement, décevant",2
déchirement,"déchirant, déchaînement, décidément",3
déchirer,"déchirure, déchiré, déchiffrer, déchoir, déchaîner",5
déchirure,"déchirer, décrire, décharge",3
déchiré,"déchirer, déchaîné, décoloré, découpé",4
déchoir,"déchirer, décroiser, décaper, déceler, décider",5
déchu,décousu,1
déchéance,"décence, décadence, décharge",3
décider,"décimer, décéder, décidé, dérider, dévider",5
décidé,"décider, déclaré, découpé",3
décidément,"décemment, déchirement",2
décimer,"décider, décerner, décarrer, déclarer, décocher",5
décisif,décision,1
décision,"décisif, dérision, déception, déclin",4
déclamer,"déclarer, déceler, décerner, décider, décorer",5
déclaration,décoration,1
déclarer,"déclamer, déclaré, décarrer, déceler, décerner",5
déclaré,"déclarer, décidé, déchaîné, découpé",4
déclencher,"décocher, décrocher, décliner",3
déclic,déclin,1
déclin,"déclic, décliner, décision",3
déclinant,décevant,1
décliner,"déclin, déclencher, décharner, déchaîner, décaper",5
décocher,"décrocher, déclencher, décacheter, décoiffer, décolorer",5
décoiffer,"décorer, décocher, décoller, déconner, découler",5
décoller,"décolleté, découler, décoiffer, décor, décaper",5
décolleté,"décoller, décoloré, déconcerté",3
décolorer,"décoloré, décorer, décocher, déconner, découler",5
décoloré,"décolorer, décoré, décolleté, découpé, déchiré",5
décombre,"décembre, découpe, décrire, décroître",4
décomposer,"décomposé, découper, décolorer, décamper",4
décomposé,"décomposer, découpé, décoloré",3
déconcerter,déconcerté,1
déconcerté,"déconcerter, décolleté",2
déconner,"décoiffer, décolorer, décharner, déchaîner, décor",5
décontenancer,décontenancé,1
décontenancé,décontenancer,1
déconvenue,découverte,1
décor,"décoré, décorer, décocher, décoller, déconner",5
décorateur,"décorer, décourager, décréter",3
décoratif,décoration,1
décoration,"décoratif, déclaration, déception",3
décorer,"décolorer, décor, dévorer, décoré, décorateur",5
décoré,"décor, décoloré, décorer, découragé, décharné",5
découdre,"découpage, découverte, décrire, décembre, décroître",5
découler,"découper, décoller, débouler, dérouler, décourager",5
découpage,"découpe, décourager, découdre, décalage",4
découpe,"découper, découpé, découpage, décombre, décence",5
découper,"découpe, découler, découpé, décourager, découvrir",5
découpé,"découpe, découper, découragé, décoloré, décomposé",5
décourageant,découragement,1
découragement,décourageant,1
décourager,"découragé, découpage, découler, découper, décorer",5
découragé,"décourager, découpé, décoré",3
décousu,déchu,1
