target_word,similar_words,similarity_count,rule_types
caramel,carnaval,1,Rule5b_Structural
carapace,"caravane, carafe, carabine, carence, carpe",5,"Rule2-4_EditDistance, Rule5b_Structural"
carat,"carte, croate, court, cruauté, crête",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
caravane,"carabine, carapace, carne, carafe, carnaval",5,"Rule2-4_EditDistance, Rule5b_Structural"
carbone,"carabine, charbon, caravane, carabosse, carpe",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carboniser,"charbonnier, cartonner, carabinier",3,"Rule2-4_EditDistance, Rule5b_Structural"
carburant,caressant,1,Rule2-4_EditDistance
carcan,"cancan, cadran",2,Rule2-4_EditDistance
carcasse,"caresse, carrosse, cocasse, crasse, carabosse",5,"Rule2-4_EditDistance, Rule5b_Structural"
carcéral,"cérébral, cardinal, carnaval",3,Rule2-4_EditDistance
cardiaque,carlingue,1,Rule2-4_EditDistance
cardinal,"carnaval, cordial, carcéral",3,"Rule2-4_EditDistance, Rule5b_Structural"
carence,"cadence, carapace, carrure, carpe, carte",5,"Rule2-4_EditDistance, Rule5b_Structural"
caressant,"cassant, carburant, croissant",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
caresse,"caresser, carcasse, carrosse, carabosse, carrure",5,"Rule2-4_EditDistance, Rule5b_Structural"
caresser,"caresse, casser, cesser, cabosser, carrer",5,"Rule2-4_EditDistance, Rule5b_Structural"
cargo,"cierge, cirage, courage",3,"Rule5a_Skeleton, Rule5b_Structural"
caricatural,caricature,1,Rule5b_Structural
caricature,"caricatural, caractère",2,"Rule5a_Skeleton, Rule5b_Structural"
carillon,"couillon, caillot, caillou, carton",4,"Rule2-4_EditDistance, Rule5b_Structural"
carlingue,cardiaque,1,Rule2-4_EditDistance
carnage,"carrelage, carpe, carte, carrée, carême",5,Rule5b_Structural
carnassier,"cuirassier, caresser, cadenasser",3,"Rule2-4_EditDistance, Rule5b_Structural"
carnaval,"cardinal, caravane, carcéral, caramel",4,"Rule2-4_EditDistance, Rule5b_Structural"
carne,"carnet, carpe, carte, canne, cerne",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carnet,"carne, cornet, carrelet, crainte, courant",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carotte,"crotte, calotte, carpette, carrosse, carne",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carpe,"cape, carne, carte, carpette, carbone",5,"Rule2-4_EditDistance, Rule5b_Structural"
carpette,"carpe, carotte, canette, cachette, cassette",5,"Rule2-4_EditDistance, Rule5b_Structural"
carreau,"carrer, carré, carrée, courre, cirer",5,"Rule5a_Skeleton, Rule5b_Structural"
carrefour,"carrer, carreler",2,Rule5b_Structural
carrelage,"carreler, carrelet, carnage",3,Rule5b_Structural
carreler,"carrelet, carrer, carrelage, carrefour, caracoler",5,"Rule2-4_EditDistance, Rule5b_Structural"
carrelet,"carreler, carrelage, carriole, carnet, carrément",5,"Rule2-4_EditDistance, Rule5b_Structural"
carrer,"carreler, carreau, cabrer, cadrer, carrure",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carriole,"carrière, cabriolet, carreler, carrelet, carrée",5,"Rule2-4_EditDistance, Rule5b_Structural"
carrière,"carrure, carriole, carrer, clairière, charnière",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carrosse,"carrosserie, carrousel, carabosse, carcasse, caresse",5,"Rule2-4_EditDistance, Rule5b_Structural"
carrosserie,carrosse,1,Rule5b_Structural
carrousel,carrosse,1,Rule5b_Structural
carrure,"carrer, carrière, carriole, carrosse, carence",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carré,"carrée, carreau, courre, courroie, cirer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carrée,"carré, carrer, carriole, carrière, carrosse",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
carrément,carrelet,1,Rule5b_Structural
cartable,"capable, charitable, carte, carriole, carabine",5,"Rule2-4_EditDistance, Rule5b_Structural"
carte,"charte, carne, carpe, caste, cartable",5,"Rule2-4_EditDistance, Rule5b_Structural"
carton,"canton, carillon, chaton, creton, cureton",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cartonner,"cantonner, capitonner, chantonner, cantonnier, crayonner",5,"Rule2-4_EditDistance, Rule5b_Structural"
cartouche,cartouchière,1,Rule5b_Structural
cartouchière,cartouche,1,Rule5b_Structural
carême,"charme, carbone, carence, caresse, carnage",5,"Rule2-4_EditDistance, Rule5b_Structural"
casa,"case, caca",2,Rule2-4_EditDistance
casaque,"casque, cosaque, casquer, casqué, case",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cascade,"cascader, case, casse, caste, casque",5,Rule5b_Structural
cascader,"cascade, caser, casier, casser, casquer",5,Rule5b_Structural
case,"caser, casse, casa, caste, cause",5,"Rule2-4_EditDistance, Rule5b_Structural"
casemate,"cassette, caste, caserne, causette, cascade",5,"Rule2-4_EditDistance, Rule5b_Structural"
caser,"casser, case, caserne, casier, causer",5,"Rule5a_Skeleton, Rule5b_Structural"
caserne,"caser, caverne, case, casserole, casse",5,"Rule2-4_EditDistance, Rule5b_Structural"
casier,"caser, casser, cahier, caissier, cascader",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
casino,"cuisine, cousin",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
casque,"casquer, casqué, casaque, casquette, caïque",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
casquer,"casque, casqué, casaque, claquer, craquer",5,"Rule2-4_EditDistance, Rule5b_Structural"
casquette,"casque, cassette, coquette, causette",4,Rule5b_Structural
casqué,"casque, casquer, casaque, cosaque",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cassant,"causant, caressant",2,"Rule2-4_EditDistance, Rule5b_Structural"
casse,"casser, case, cassé, casseur, caisse",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
casser,"casse, caser, casseur, chasser, classer",5,"Rule5a_Skeleton, Rule5b_Structural"
casserole,"cassette, caserne, cassure, cassoulet",4,"Rule2-4_EditDistance, Rule5b_Structural"
cassette,"causette, casquette, casse, chaussette, canette",5,"Rule2-4_EditDistance, Rule5b_Structural"
casseur,"casser, chasseur, classeur, casse, cassure",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cassoulet,casserole,1,Rule2-4_EditDistance
cassure,"casseur, casser, chaussure, cassette, casserole",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cassé,"casse, chassé, classé, caisse, cesse",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
caste,"chaste, case, casse, carte, casemate",5,"Rule2-4_EditDistance, Rule5b_Structural"
castor,"casquer, casseur",2,Rule5b_Structural
cataclysme,catéchisme,1,Rule2-4_EditDistance
catacombe,catalogue,1,Rule2-4_EditDistance
catalogue,"cataloguer, catacombe",2,"Rule2-4_EditDistance, Rule5b_Structural"
cataloguer,catalogue,1,Rule5b_Structural
cataracte,caractère,1,Rule2-4_EditDistance
catastrophe,catastrophique,1,Rule5b_Structural
catastrophique,catastrophe,1,Rule5b_Structural
catholique,catégorique,1,Rule5b_Structural
catéchisme,cataclysme,1,Rule2-4_EditDistance
catégorie,catégorique,1,Rule5b_Structural
catégorique,"catégorie, catholique",2,Rule5b_Structural
cauchemar,cachemire,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
causant,"cassant, cuisant, craquant",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cause,"causer, clause, case, causerie, causette",5,Rule5b_Structural
causer,"cause, causerie, caser, casser, chausser",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
causerie,"causer, causette, cause, caserne, caser",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
causette,"cassette, chaussette, causerie, cause, canette",5,"Rule2-4_EditDistance, Rule5b_Structural"
caution,"citation, création, coton, citoyen",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cavalcade,"cavale, cavalerie",2,"Rule2-4_EditDistance, Rule5b_Structural"
cavale,"cavaler, cavalerie, cavalier, cale, cavalcade",5,Rule5b_Structural
cavaler,"cavale, cavalier, cavalerie, caler, cravater",5,"Rule5a_Skeleton, Rule5b_Structural"
cavalerie,"cavaler, cavale, chevalerie, cavalier, cavalcade",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cavalier,"cavaler, cavale, cavalerie, chevalier, canaliser",5,"Rule5a_Skeleton, Rule5b_Structural"
cave,"caveau, caverne, cage, cake, cale",5,"Rule2-4_EditDistance, Rule5b_Structural"
caveau,"cadeau, cave, caniveau",3,"Rule2-4_EditDistance, Rule5b_Structural"
caverne,"caverneux, caserne, cave, cavalerie, cavale",5,"Rule2-4_EditDistance, Rule5b_Structural"
caverneux,caverne,1,Rule5b_Structural
caviar,"cavaler, cavalier, civière, cuver, couver",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cavité,civet,1,"Rule5a_Skeleton, Rule5b_Structural"
caïd,cadi,1,Rule2-4_EditDistance
caïque,"casque, chaque, claque",3,Rule2-4_EditDistance
ceindre,"cendre, ceinture, craindre, cylindre, cendré",5,"Rule5a_Skeleton, Rule5b_Structural"
ceinture,"ceinturer, ceinturon, ceindre, censure, centre",5,"Rule5a_Skeleton, Rule5b_Structural"
ceinturer,"ceinture, ceinturon, centrer, censurer, contrer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
ceinturon,"ceinture, ceinturer",2,"Rule2-4_EditDistance, Rule5b_Structural"
cela,"ciel, clac, clan",3,Rule2-4_EditDistance
celle,"celles, cellule, colle, caille, couille",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
celle-ci,"celles-ci, celle-là, celui-ci",3,"Rule2-4_EditDistance, Rule5b_Structural"
celle-là,"celles-là, celle-ci, celui-là, cellule",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
celles,celle,1,Rule5b_Structural
celles-ci,"celle-ci, celles-là, celui-ci",3,"Rule2-4_EditDistance, Rule5b_Structural"
celles-là,"celle-là, celles-ci, celui-là",3,"Rule2-4_EditDistance, Rule5b_Structural"
cellier,"collier, ciller, coller, cailler, cuiller",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cellulaire,cellule,1,Rule5b_Structural
cellule,"celle, cellulaire, celle-là",3,"Rule5a_Skeleton, Rule5b_Structural"
celui,celui-ci,1,Rule5b_Structural
celui-ci,"celui-là, celui, celle-ci, celles-ci, ceux-ci",5,"Rule2-4_EditDistance, Rule5b_Structural"
celui-là,"celui-ci, celle-là, celles-là, ceux-là, celle",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cendre,"cendré, ceindre, centre, cendrier, centime",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cendrier,"calendrier, cendre, coudrier, centrer, cerisier",5,"Rule2-4_EditDistance, Rule5b_Structural"
cendré,"cendre, ceindre, conduire, candeur",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
censeur,"censure, censurer, centrer",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
censure,"censurer, censeur, ceinture, centime",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
censurer,"censure, centrer, ceinturer, censeur, conjurer",5,"Rule2-4_EditDistance, Rule5b_Structural"
censé,"cents, cerné",2,Rule2-4_EditDistance
cent,"cents, centre, conte, canot",4,"Rule5a_Skeleton, Rule5b_Structural"
centaine,"certaine, certaines, centime, certain, centenaire",5,"Rule2-4_EditDistance, Rule5b_Structural"
centenaire,"centaine, contenir, continuer",3,"Rule5a_Skeleton, Rule5b_Structural"
centime,"centième, centimètre, centaine, centrale, cendre",5,"Rule5a_Skeleton, Rule5b_Structural"
centimètre,"centime, centième",2,Rule5b_Structural
centième,"centime, centimètre, centre, centaine, centrale",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
central,"centrale, centre, contrôle",3,"Rule5a_Skeleton, Rule5b_Structural"
centrale,"central, centre, centrer, centime, centaine",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
centre,"centrer, central, cendre, centrale, cent",5,"Rule2-4_EditDistance, Rule5b_Structural"
centrer,"centre, contrer, censurer, ceinturer, centrale",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cents,"cent, censé",2,"Rule2-4_EditDistance, Rule5b_Structural"
cerceau,"cerveau, chevreau, crac, coriace, croc",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cercle,"cercler, cercueil, cervelle, crucial",4,"Rule5a_Skeleton, Rule5b_Structural"
cercler,"cercle, circuler, chercher, cerisier, caracoler",5,"Rule5a_Skeleton, Rule5b_Structural"
cercueil,"cercle, crucial",2,"Rule5a_Skeleton, Rule5b_Structural"
cerf,"cher, chef, clef, carafe",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cerise,"cerisier, crise, certaine, corse, course",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cerisier,"cerise, chemisier, certifier, cendrier, caissier",5,"Rule2-4_EditDistance, Rule5b_Structural"
cerne,"cerner, cerné, carne, corne, certaine",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cerner,"cerne, corner, cerné, crâner, cerisier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cerné,"cerne, cerner, censé, carne, corne",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
certain,"certaine, certains, certaines, centaine, crétin",5,"Rule5a_Skeleton, Rule5b_Structural"
certaine,"certaines, certain, certains, centaine, cerne",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
certainement,cheminement,1,Rule5b_Structural
certaines,"certaine, certains, certain, certes, centaine",5,"Rule5a_Skeleton, Rule5b_Structural"
certains,"certain, certaine, certaines, centaine, certes",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
certes,"certaines, certains, courtois, courtoisie, crétois",5,"Rule5a_Skeleton, Rule5b_Structural"
certifier,"cerisier, crucifier",2,"Rule2-4_EditDistance, Rule5b_Structural"
cerveau,"cerceau, chevreau, crève, corvée, crevé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cervelle,"cercle, crécelle, cheville",3,"Rule2-4_EditDistance, Rule5b_Structural"
cesse,"cesser, casse, caisse, cuisse, cassé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cesser,"cesse, casser, caresser, casseur, caissier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
cette,"cotte, couette",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
ceux,"cieux, creux",2,Rule5b_Structural
ceux-ci,celui-ci,1,Rule5b_Structural
ceux-là,celui-là,1,Rule5b_Structural
chacal,"charnel, chandail",2,Rule5b_Structural
chacun,"chacune, chagrin, chanson, charbon, chardon",5,"Rule5a_Skeleton, Rule5b_Structural"
chacune,"chacun, chanoine, charogne, chicane, chape",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chagrin,"chagriner, chacun, chalon, chaton, champion",5,Rule5b_Structural
chagriner,"chagrin, charrier, charnier, charger, charmer",5,Rule5b_Structural
chahut,"chahuter, chut, cahute, chariot",4,"Rule2-4_EditDistance, Rule5b_Structural"
chahuter,"chahut, chuter, chanter, chalutier, cahute",5,Rule5b_Structural
chai,"chair, char, chat, chaire, chaise",5,"Rule2-4_EditDistance, Rule5b_Structural"
chair,"chaire, chai, char, choir, clair",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chaire,"chair, chaise, charre, chai, claire",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chaise,"chaire, chasse, chai, caisse, chaste",5,"Rule2-4_EditDistance, Rule5b_Structural"
chaland,chaud,1,Rule5b_Structural
chalet,"chaleur, chapelet, chevalet, chariot",4,Rule5b_Structural
chaleur,"chalet, chanteur, chargeur, charmeur, chasseur",5,Rule5b_Structural
chalon,"chaton, champion, chaudron, chausson, chagrin",5,"Rule2-4_EditDistance, Rule5b_Structural"
chaloupe,"chape, chaque, chaume, chauve, chacune",5,Rule5b_Structural
chalumeau,"chameau, chapeau, chapiteau",3,"Rule2-4_EditDistance, Rule5b_Structural"
chalutier,"charcutier, chantier, chahuter, charretier, charnier",5,Rule5b_Structural
chamailler,"chatouiller, chambouler",2,"Rule2-4_EditDistance, Rule5b_Structural"
chamarré,"chambrée, chargé, chambrer",3,"Rule2-4_EditDistance, Rule5b_Structural"
chambouler,"chambrer, chamailler, camoufler",3,"Rule2-4_EditDistance, Rule5b_Structural"
chambranle,"chambre, chambrée, chambrette",3,"Rule2-4_EditDistance, Rule5b_Structural"
chambre,"chambrer, chambrée, chambrette, chambranle, champêtre",5,"Rule5a_Skeleton, Rule5b_Structural"
chambrer,"chambre, cambrer, chambrée, chambouler, chavirer",5,"Rule2-4_EditDistance, Rule5b_Structural"
chambrette,"chambre, charrette, chambrée, chambranle, chaînette",5,"Rule2-4_EditDistance, Rule5b_Structural"
chambrée,"chambre, chambrer, chambranle, chambrette, cambré",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chameau,"chapeau, chalumeau, chapiteau, chaume, charmeur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chamois,"champenois, cramoisi, cambouis, chemise",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
champ,"camp, chape",2,"Rule2-4_EditDistance, Rule5b_Structural"
champagne,"campagne, champêtre, charogne, chantage, compagnie",5,"Rule2-4_EditDistance, Rule5b_Structural"
champenois,chamois,1,Rule5b_Structural
champignon,champion,1,Rule5b_Structural
champion,"champignon, camion, chalon, chaton, chanson",5,Rule5b_Structural
champêtre,"chapitre, chambre, champagne, chantre",4,"Rule2-4_EditDistance, Rule5b_Structural"
chance,"change, chanoine, chantage, chaîne, cancer",5,"Rule2-4_EditDistance, Rule5b_Structural"
chancelant,"changeant, chantant, changement",3,"Rule2-4_EditDistance, Rule5b_Structural"
chanceler,"chancelier, chancellerie, chandelier, changer, chanter",5,"Rule5a_Skeleton, Rule5b_Structural"
chancelier,"chanceler, chandelier, chancellerie, chantier, charcutier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chancellerie,"chanceler, chancelier",2,Rule5b_Structural
chandail,"chacal, canaille",2,"Rule2-4_EditDistance, Rule5b_Structural"
chandelier,"chancelier, chandelle, chanceler, chantier, charretier",5,"Rule2-4_EditDistance, Rule5b_Structural"
chandelle,"chandelier, chapelle, chanceler, cannelle, citadelle",5,"Rule2-4_EditDistance, Rule5b_Structural"
change,"changer, changé, chance, charge, chantage",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
changeant,"changement, chantant, chancelant, charmant, chatoyant",5,"Rule2-4_EditDistance, Rule5b_Structural"
changement,"chargement, changeant, chaudement, chancelant",4,"Rule2-4_EditDistance, Rule5b_Structural"
changer,"change, chanter, charger, changé, chantier",5,"Rule2-4_EditDistance, Rule5b_Structural"
changé,"change, changer, chargé, charité, chaussé",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chanoine,"charogne, canine, chance, change, cantine",5,"Rule2-4_EditDistance, Rule5b_Structural"
chanson,"chausson, champion, chanoine, chaudron, chacun",5,Rule5b_Structural
chansonnette,"chansonnier, camionnette",2,Rule5b_Structural
chansonnier,"charbonnier, chantonner, chansonnette, cantonnier",4,"Rule2-4_EditDistance, Rule5b_Structural"
chant,"chantant, chanter, chantre, chiant, chat",5,"Rule5a_Skeleton, Rule5b_Structural"
chantage,"chantant, change, chantre, chanter, chanteur",5,"Rule2-4_EditDistance, Rule5b_Structural"
chantant,"chantage, chant, changeant, charmant, chancelant",5,"Rule2-4_EditDistance, Rule5b_Structural"
chanter,"chanteur, chantier, changer, chantre, chant",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chanteur,"chanter, chantier, chaleur, chargeur, charmeur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chantier,"chanter, chalutier, changer, chantre, chanteur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
chantonner,"cantonner, chansonnier, chanter, chantier, cartonner",5,Rule5b_Structural
