target_word,similar_words,similarity_count
censure,"censurer, censeur, ceinture, centime",4
censurer,"censure, centrer, ceinturer, censeur, conjurer",5
censé,"cents, cerné",2
cent,"cents, centre, conte, canot",4
centaine,"certaine, certaines, centime, certain, centenaire",5
centenaire,"centaine, contenir, continuer",3
centime,"centième, centimètre, centaine, centrale, cendre",5
centimètre,"centime, centième",2
centième,"centime, centimètre, centre, centaine, centrale",5
central,"centrale, centre, contrôle",3
centrale,"central, centre, centrer, centime, centaine",5
centre,"centrer, central, cendre, centrale, cent",5
centrer,"centre, contrer, censurer, ceinturer, centrale",5
cents,"cent, censé",2
cerceau,"cerveau, chevreau, crac, coriace, croc",5
cercle,"cercler, cercueil, cervelle, crucial",4
cercler,"cercle, circuler, chercher, cerisier, caracoler",5
cercueil,"cercle, crucial",2
cerf,"cher, chef, clef, carafe",4
cerise,"cerisier, crise, certaine, corse, course",5
cerisier,"cerise, chemisier, certifier, cendrier, caissier",5
cerne,"cerner, cerné, carne, corne, certaine",5
cerner,"cerne, corner, cerné, crâner, cerisier",5
cerné,"cerne, cerner, censé, carne, corne",5
certain,"certaine, certains, certaines, centaine, crétin",5
certaine,"certaines, certain, certains, centaine, cerne",5
certainement,cheminement,1
certaines,"certaine, certains, certain, certes, centaine",5
certains,"certain, certaine, certaines, centaine, certes",5
certes,"certaines, certains, courtois, courtoisie, crétois",5
certifier,"cerisier, crucifier",2
cerveau,"cerceau, chevreau, crève, corvée, crevé",5
cervelle,"cercle, crécelle, cheville",3
cesse,"cesser, casse, caisse, cuisse, cassé",5
cesser,"cesse, casser, caresser, casseur, caissier",5
cette,"cotte, couette",2
ceux,"cieux, creux",2
ceux-ci,celui-ci,1
ceux-là,celui-là,1
chacal,"charnel, chandail",2
chacun,"chacune, chagrin, chanson, charbon, chardon",5
chacune,"chacun, chanoine, charogne, chicane, chape",5
chagrin,"chagriner, chacun, chalon, chaton, champion",5
chagriner,"chagrin, charrier, charnier, charger, charmer",5
chahut,"chahuter, chut, cahute, chariot",4
chahuter,"chahut, chuter, chanter, chalutier, cahute",5
chai,"chair, char, chat, chaire, chaise",5
chair,"chaire, chai, char, choir, clair",5
chaire,"chair, chaise, charre, chai, claire",5
chaise,"chaire, chasse, chai, caisse, chaste",5
chaland,chaud,1
chalet,"chaleur, chapelet, chevalet, chariot",4
chaleur,"chalet, chanteur, chargeur, charmeur, chasseur",5
chalon,"chaton, champion, chaudron, chausson, chagrin",5
chaloupe,"chape, chaque, chaume, chauve, chacune",5
chalumeau,"chameau, chapeau, chapiteau",3
chalutier,"charcutier, chantier, chahuter, charretier, charnier",5
chamailler,"chatouiller, chambouler",2
chamarré,"chambrée, chargé, chambrer",3
chambouler,"chambrer, chamailler, camoufler",3
chambranle,"chambre, chambrée, chambrette",3
chambre,"chambrer, chambrée, chambrette, chambranle, champêtre",5
chambrer,"chambre, cambrer, chambrée, chambouler, chavirer",5
chambrette,"chambre, charrette, chambrée, chambranle, chaînette",5
chambrée,"chambre, chambrer, chambranle, chambrette, cambré",5
chameau,"chapeau, chalumeau, chapiteau, chaume, charmeur",5
chamois,"champenois, cramoisi, cambouis, chemise",4
champ,"camp, chape",2
champagne,"campagne, champêtre, charogne, chantage, compagnie",5
champenois,chamois,1
champignon,champion,1
champion,"champignon, camion, chalon, chaton, chanson",5
champêtre,"chapitre, chambre, champagne, chantre",4
chance,"change, chanoine, chantage, chaîne, cancer",5
chancelant,"changeant, chantant, changement",3
chanceler,"chancelier, chancellerie, chandelier, changer, chanter",5
chancelier,"chanceler, chandelier, chancellerie, chantier, charcutier",5
chancellerie,"chanceler, chancelier",2
chandail,"chacal, canaille",2
chandelier,"chancelier, chandelle, chanceler, chantier, charretier",5
chandelle,"chandelier, chapelle, chanceler, cannelle, citadelle",5
change,"changer, changé, chance, charge, chantage",5
changeant,"changement, chantant, chancelant, charmant, chatoyant",5
changement,"chargement, changeant, chaudement, chancelant",4
changer,"change, chanter, charger, changé, chantier",5
changé,"change, changer, chargé, charité, chaussé",5
chanoine,"charogne, canine, chance, change, cantine",5
chanson,"chausson, champion, chanoine, chaudron, chacun",5
chansonnette,"chansonnier, camionnette",2
chansonnier,"charbonnier, chantonner, chansonnette, cantonnier",4
chant,"chantant, chanter, chantre, chiant, chat",5
chantage,"chantant, change, chantre, chanter, chanteur",5
chantant,"chantage, chant, changeant, charmant, chancelant",5
chanter,"chanteur, chantier, changer, chantre, chant",5
chanteur,"chanter, chantier, chaleur, chargeur, charmeur",5
chantier,"chanter, chalutier, changer, chantre, chanteur",5
chantonner,"cantonner, chansonnier, chanter, chantier, cartonner",5
chantre,"chanter, chanvre, chant, chantage, chantier",5
chanvre,"chantre, chanoine, chantage, chapitre, charnière",5
chaos,"chaise, chose, choisi",3
chaotique,"chaque, chronique, cantique",3
chape,"chapeau, chapelle, cape, chope, chapitre",5
chapeau,"chameau, chape, chapiteau, chalumeau, charnu",5
chapelet,"chapelle, chalet, chevalet, carrelet, capeline",5
chapelle,"chapelet, chandelle, chape, chapitre, chasuble",5
chapiteau,"chapeau, chapitre, chameau, chalumeau, capiteux",5
chapitre,"chapiteau, chantre, champêtre, chaire, chape",5
chaque,"chique, chèque, claque, chaotique, chaume",5
char,"chai, chat, chair, charge, chargé",5
charbon,"chardon, carbone, champion, charogne, chaudron",5
charbonneux,charbonnier,1
charbonnier,"charbonneux, chansonnier, charnier, charpentier, chantonner",5
charcuterie,charcutier,1
charcutier,"charcuterie, chalutier, charretier, charpentier, charnier",5
chardon,"charbon, chaudron, champion, charogne, chausson",5
charge,"charger, chargé, chargeur, charme, charre",5
chargement,"changement, chaudement, charmant, changeant, clairement",5
charger,"charge, chargeur, charmer, changer, chargé",5
chargeur,"charger, charmeur, charge, chaleur, chanteur",5
chargé,"charge, charger, changé, char, chamarré",5
chariot,"charité, charte, charmant, chat, chant",5
charitable,cartable,1
charité,"chariot, charte, chasteté, changé, chassé",5
charmant,"chantant, chant, changeant, chargement, chatoyant",5
charme,"charmer, charmeur, charge, charre, charte",5
charmer,"charme, charmeur, charger, charnier, charrier",5
charmeur,"charmer, chargeur, charme, chaleur, chômeur",5
charnel,"charnu, charnier, charogne, chacal",4
charnier,"charrier, charnière, charbonnier, charger, charmer",5
charnière,"charnier, chaudière, chaumière, charre, carrière",5
charnu,"charnel, char, chameau, chapeau, chrono",5
charogne,"charge, charnel, chanoine, champagne, charme",5
charpente,"charpentier, charrette, charte, charpie, carpette",5
charpentier,"charpente, charretier, chantier, charcutier, charnier",5
charpie,"charnier, charrier, charpente, charogne, charnière",5
charre,"charrue, charge, charme, charte, charroi",5
charretier,"charrier, charrette, charcutier, charpentier, charnier",5
charrette,"charretier, charre, chambrette, chaînette, charpente",5
charrier,"charnier, charretier, charre, charger, charmer",5
charroi,"charre, charrue, charrier, chai, chérir",5
charrue,"charre, charroi, charrier, charrette, charogne",5
charte,"charge, charme, charre, chaste, carte",5
chasse,"chasser, chassé, chasseur, chaste, chaise",5
chasser,"chasse, chasseur, chausser, casser, chassé",5
chasseur,"chasser, chasse, casseur, classeur, chaleur",5
chassé,"chasse, chaussé, chasser, cassé, classé",5
chaste,"chasteté, chasse, charte, caste, chasuble",5
chasteté,"chaste, chassé, charité",3
chasuble,"chasse, chaste, chapelle, chaque, chaume",5
chat,"chai, char, chant, chaton, chut",5
chaton,"chalon, chat, champion, chaudron, chausson",5
chatouiller,chamailler,1
chatoyant,"chantant, changeant, charmant",3
chaud,"chaux, chaland",2
chaudement,"changement, chargement, claquement, craquement",4
chaudière,"chaumière, charnière, chaussure, chaire, chapitre",5
chaudron,"chausson, chardon, chauvin, chalon, chaton",5
chauffage,"chauffer, chauffeur, chantage",3
chauffer,"chauffeur, chauffage, chausser, changer, chanter",5
chauffeur,"chauffer, chauffage, chaleur, chanteur, chargeur",5
chaume,"chauve, charme, chaumière, chameau, chaussée",5
chaumière,"chaudière, charnière, chaume, chaussure, chaire",5
chausser,"chasser, chaussé, chausson, chaussée, chaussure",5
chaussette,"causette, chaussée, cassette, chaussure, charrette",5
chausson,"chaussé, chausser, chaussée, chanson, chaudron",5
chaussure,"chaussée, chausser, chaussette, cassure, chaudière",5
chaussé,"chaussée, chassé, chausser, chausson, chasse",5
chaussée,"chaussé, chausser, chausson, chaussure, chaussette",5
chauve,"chaume, chauvin, chaussée, chaque, chambre",5
chauvin,"chauve, chaudron, chausson, chacun, chalon",5
chaux,"chaud, choix",2
chavirer,"chambrer, chaire, charrier, chair, clavier",5
chaîne,"chaînette, chance, change, chanoine, charogne",5
chaînette,"chaîne, charrette, canette, chambrette, chaussette",5
chef,"cher, chez, clef, cerf",4
chemin,"cheminer, cheminot, cheminée, chemise, chemineau",5
chemineau,"cheminer, chemin, cheminée, chevreau",4
cheminement,"chuintement, certainement",2
cheminer,"chemineau, chemin, cheminot, cheminée, chemisier",5
cheminot,"chemin, cheminer, cheminée",3
cheminée,"chemin, cheminer, cheminot, chemise, chemineau",5
chemise,"chemisette, chemisier, chemin, cheminée, cheminer",5
chemisette,chemise,1
chemisier,"chemise, cheminer, cerisier, chevalier",4
chenal,"chenil, cheval",2
chenil,"chenille, chenal",2
chenille,"chenil, cheville, chapelle, canaille, chemise",5
cher,"chef, chez, chier, cacher, cocher",5
chercher,"chercheur, chevaucher, cheminer, cracher, crécher",5
chercheur,chercher,1
cheval,"chevalet, chevalin, chenal, chevelu",4
chevalerie,"chevalier, cavalerie, chevalière, chevelure",4
chevalet,"cheval, chevalin, chevalier, chevet, chalet",5
chevalier,"chevalin, chevalière, chevalerie, chevalet, cavalier",5
chevalin,"chevalier, cheval, chevalet, chevron, chemin",5
chevalière,"chevalier, chevalerie, chevelure",3
chevaucher,"chevauchée, chevalier, chercher",3
chevauchée,chevaucher,1
chevelu,"chevelure, cheveu, chevet, cheval, chevreau",5
chevelure,"chevelu, chevalière, cheville, chevalerie, chevalier",5
chevet,"cheveu, chevelu, chevalet",3
cheveu,"chevet, chevelu, chevreau, chauve",4
cheville,"chenille, chevalet, chevelure, chapelle, chemise",5
chevreau,"chevreuil, cheveu, chevelu, chemineau, cerveau",5
chevreuil,chevreau,1
chevron,"chevalin, chemin",2
chez,"chef, cher",2
chialer,"chaleur, choléra",2
chiant,"chant, criant",2
chic,"chichi, chiche, chicot, choc, clic",5
chicane,"chicorée, chacune, chiffe, chimie, chique",5
chiche,"chichi, chic, chicorée, chiffre, chimère",5
chichi,"chiche, chic, chicot, chouchou",4
chicorée,"chiche, chicane, chiffre, chimère, chiotte",5
chicot,"chiot, chic, chichi",3
chien,"chier, chiffon, chignon, chêne, chaîne",5
chier,"chien, chiner, chiper, cahier, cher",5
chiffe,"chiffre, chiffon, coiffe, chicane, chimère",5
chiffon,"chiffonné, chiffe, chien",3
chiffonner,"chiffonnier, chiffonné",2
chiffonnier,chiffonner,1
chiffonné,"chiffonner, chiffon",2
chiffre,"chiffe, coiffure, chiche, chimie, chique",5
chignon,chien,1
chimie,"chimique, chicane, chiffre, chiotte, chaume",5
chimique,"chique, chimérique, chimie, comique, cosmique",5
chimère,"chimique, chaumière, chiche, chiffe, chique",5
chimérique,chimique,1
chiner,"chier, chiper, cheminer, chuinter, cahier",5
chiot,"chiotte, chicot, chat, chut, cahot",5
chiotte,"chiot, chouette, chiche, chiffe, chimie",5
chiper,"chier, chiner, choper, cahier",4
chique,"chiquer, chimique, chaque, chèque, clique",5
chiquer,"chique, choquer, chimique",3
chirurgie,chirurgien,1
chirurgien,chirurgie,1
choc,"chou, chic, croc, coco, coca",5
choeur,"coeur, choir, choper, choyer, choisir",5
choir,"choix, choisir, chair, choeur, choyer",5
choisi,"choisir, chose, chaise, chaos",4
choisir,"choisi, choir, choeur, choper, choyer",5
choix,"choir, croix, chaux",3
choléra,"chouïa, chaleur, chialer",3
chope,"choper, chose, chape, clope, chorale",5
choper,"chope, choyer, chiper, choeur, couper",5
chopine,"chanoine, chose, chorale, comptine",4
choquant,"croquant, craquant, coulant, coupant, courant",5
choquer,"chiquer, choqué, cloquer, croquer, choir",5
choqué,"choquer, chaque, chique, chèque",4
chorale,"chope, chose, chopine",3
chose,"chope, chaise, choisi, chaos, chopine",5
chou,"choc, chouïa, clou, chut, coup",5
chouchou,"coucou, chichi, chiche, couscous",4
chouette,"couette, coquette, courette, couchette, cachette",5
chouïa,"chou, choléra",2
choyer,"choper, cher, choir, choeur, chier",5
chrome,"chromer, chromo, charme",3
chromer,"chrome, chromo, charmer, charmeur",4
chromo,"chrome, chrono, chromer, charme",4
chronique,"chroniqueur, conique, chaotique",3
chroniqueur,chronique,1
chrono,"chromo, charnu",2
chrétien,"chrétienté, crétin, création",3
chrétienté,chrétien,1
chuchotant,chuchotement,1
chuchotement,"chuchotant, chuintement",2
chuchoter,"chuchotis, crachoter, chuter, chuinter",4
chuchotis,chuchoter,1
chuintement,"chuchotement, couinement, cheminement",3
chuinter,"chuter, chanter, chuchoter, chiner, chahuter",5
chut,"chute, chuter, chahut, chat, cahute",5
chute,"chuter, chut, cahute, chat, château",5
chuter,"chute, chahuter, chut, chuinter, chuchoter",5
châle,câble,1
châsse,"châssis, chasse, chassé, chaussée, chaussé",5
châssis,châsse,1
châtaigne,"châtaignier, châtain, châtelain",3
châtaignier,châtaigne,1
châtain,"châtaigne, châtelain, chaton",3
château,"chute, chat, chut, cahute, chiot",5
châtelain,"châtain, châtaigne",2
châtier,"chantier, chuter, cahoter",3
chèque,"chaque, chique, choqué",3
chèvre,chevreau,1
chéri,"chérif, chérir, char, cher, chair",5
chérif,"chéri, chérir, chétif",3
chérir,"chéri, chérif, charre, charroi, charrue",5
chérubin,charbon,1
chétif,chérif,1
chêne,"chaîne, chien",2
chômeur,"charmeur, chimère, chaumière",3
ci-joint,conjoint,1
cible,câble,1
cicatrice,cicatriser,1
cicatriser,cicatrice,1
cidre,"cire, cadre, cèdre, coudre, cirer",5
ciel,"cime, cire, cela",3
cierge,"cirage, courage, cargo",3
cieux,"cireux, ceux, creux",3
cigale,"cigare, cigogne, cagoule",3
cigare,"cigale, cigarette, cigogne",3
cigarette,"cigare, charrette, carpette",3
cigogne,"cigale, cigare",2
ciller,"cailler, cuiller, coller, caille, cuillerée",5
cime,"ciment, crime, cire, came, ciel",5
ciment,"cimenter, cime, client",3
cimenter,"ciment, commenter, chuinter, centrer",4
cimetière,cafetière,1
cingler,cinglé,1
cinglé,cingler,1
cinoche,"caniche, cintre",2
cinq,"ciné, clin, coin, crin, conque",5
cinquantaine,cinquante,1
cinquante,"cinquantaine, clinquant, cinquième, cinéaste",4
cinquième,cinquante,1
cintre,"centre, contre, ceinture, cinoche, contrée",5
ciné,"cinq, cinéma, ciré, cité, clin",5
cinéaste,cinquante,1
cinéma,ciné,1
cirage,"courage, cierge, cargo",3
circonspect,circonspection,1
circonspection,circonspect,1
circonstance,"constance, consistance",2
circulaire,"circuler, cercler, caracoler",3
circulation,capitulation,1
circuler,"circulaire, calculer, cirer, crouler, cercler",5
cire,"cirer, ciré, cireux, cidre, cuire",5
cirer,"cire, citer, curer, circuler, crier",5
cireux,"cieux, creux, cire, curieux, crayeux",5
cirque,"crique, chique, clique",3
ciré,"cire, ciné, cité, curé, cuir",5
cisailler,"cailler, ciseler",2
ciseler,"ciselé, cisailler",2
ciselé,ciseler,1
citadelle,chandelle,1
citadin,"citation, citron, citoyen",3
citation,"création, citadin, citron, caution",4
citer,"citerne, cirer, coter, coûter, cuite",5
citerne,"citer, citron",2
citoyen,"citron, citadin, coton, caution",4
citron,"citation, citadin, citoyen, citerne",4
cité,"cécité, ciné, ciré, côté, cuit",5
civet,cavité,1
civil,cavale,1
civilisation,conciliation,1
civique,"chimique, clinique, critique",3
civière,"crinière, cuivre, caviar, cuivré, cuver",5
clac,"clan, clic, crac, caca, cela",5
claie,"clair, claire, craie",3
clair,"claire, claie, clairon, chair, clameur",5
claire,"clair, claie, clairon, clairière, chaire",5
clairement,"claquement, classement, clignement, chargement",4
clairière,"claire, carrière, charnière, colorier, colorer",5
